Block Number,Tx Hash,From,To,Value,Data,Deocde_data
2749,0xbe1975621968d6ef2e542c96e3aaa340ed76a6f03f16bd9ecb9c7651e70b798a,0x666474a318918123e27b9d6f1283528C88f97827,0x3fA58AAdE5d9aea5c33635FB63015e274Ab54fD6,0,0xaf3465f6,"{'function_name': 'UpdateBalance', 'inputs': (<Function UpdateBalance(address,address,int256)>, {'sellerParty': '0x666474a318918123e27b9d6f1283528C88f97827', 'buyerParty': '0x934e8d68E0b5B49054dad167564A4E044F4aDF58', 'itemPrice': 1})}"
2752,0x9724a9a156d52b406539b2de974704f22869312d733e9f3b4735c58d84cda990,0x666474a318918123e27b9d6f1283528C88f97827,0x3fA58AAdE5d9aea5c33635FB63015e274Ab54fD6,0,0xaf3465f6,"{'function_name': 'UpdateBalance', 'inputs': (<Function UpdateBalance(address,address,int256)>, {'sellerParty': '0x666474a318918123e27b9d6f1283528C88f97827', 'buyerParty': '0x934e8d68E0b5B49054dad167564A4E044F4aDF58', 'itemPrice': 2})}"
