Block Number,Tx Hash,From,To,Value,Data,Deocde_data
2768,0xe121c7b3ac71f36c419662d4585dd6f8ca3cc0428257e9391e54e76b2df25aef,0x666474a318918123e27b9d6f1283528C88f97827,0x9DDb5e9D5a4F9027ec2b2711Fa4b3DB5Ff3350Fb,0,0xaf3465f6,"{'function_name': 'ListItem', 'inputs': (<Function ListItem(string,int256)>, {'itemName': 'V', 'itemPrice': 10})}"
