Block Number,Tx Hash,From,To,Value,Data,Deocde_data
3034,0xeee52fedf2cc4dd6199f645586cd3a2b837babe6500a2b4e0acfc40b9d8c2650,0x666474a318918123e27b9d6f1283528C88f97827,0x8122B5dB37Ccb138A47CAd235CDbD8C3aaA00DF6,0,0xaf3465f6,"{'function_name': 'UpdateBalance', 'inputs': (<Function UpdateBalance(address,address,int256)>, {'sellerParty': '0x934e8d68E0b5B49054dad167564A4E044F4aDF58', 'buyerParty': '0x666474a318918123e27b9d6f1283528C88f97827', 'itemPrice': 3})}"
