Block Number,Tx Hash,From,To,Value,Data,Decode_data
225,0x95f094c5de6f607f7cec52f85fadbbb9346e643019ca3234724df5f99a345719,0x64DFEAe370C5174B3595dBb1DC04651595b7Da37,0xF1395b9B18941c8A1514f47d35389Dd4d807714d,0,0x85b44a260000000000000000000000000000000000000000000000000000000000000059,"{'function_name': 'MakeOffer', 'inputs': (<Function MakeOffer(int256)>, {'offerPrice': 89})}"
226,0xdec6f24e6fc3bebfebb96aed7c9d047a51f4c06914241859fab5cdb30399d658,0x20E646cA24A51E324aD07644245a07fEed0426C2,0xF1395b9B18941c8A1514f47d35389Dd4d807714d,0,0xd12cd942,"{'function_name': 'AcceptOffer', 'inputs': (<Function AcceptOffer()>, {})}"
