Block Number,Tx Hash,From,To,Value,Data,Decode_data
218,0x29450c49ed4901651430177c215dc2760fe15a7b6da158e09ad7b7e2d3f4c968,0x20E646cA24A51E324aD07644245a07fEed0426C2,0xb2b6214894D0FDd695342D21E54bb46eC7e90778,0,0x32226cde00000000000000000000000035fa38d6e01f98b5e9f7672b0294177388bb381e,"{'function_name': 'TransferResponsibility', 'inputs': (<Function TransferResponsibility(address)>, {'newCounterparty': '0x35fA38D6e01F98B5e9f7672b0294177388BB381e'})}"
219,0x358575b21f507e5255ae020972fe13b42d0c30fb3b6c30ab87c9dd4349aaaddc,0x35fA38D6e01F98B5e9f7672b0294177388BB381e,0xb2b6214894D0FDd695342D21E54bb46eC7e90778,0,0x32226cde00000000000000000000000020e646ca24a51e324ad07644245a07feed0426c2,"{'function_name': 'TransferResponsibility', 'inputs': (<Function TransferResponsibility(address)>, {'newCounterparty': '0x20E646cA24A51E324aD07644245a07fEed0426C2'})}"
220,0xdd63293e4e3575978dba8fb48912dec780074f7a62b00c407d1e839d3a037eff,0x20E646cA24A51E324aD07644245a07fEed0426C2,0xb2b6214894D0FDd695342D21E54bb46eC7e90778,0,0x32226cde0000000000000000000000000167a993b82fef5033645b2bc345325646b3fded,"{'function_name': 'TransferResponsibility', 'inputs': (<Function TransferResponsibility(address)>, {'newCounterparty': '0x0167a993B82feF5033645b2Bc345325646B3FDEd'})}"
221,0x24bc486b96f8c6eb42ec6b53844f6a9b413f346e3395adeac1e1e6a7b8278cac,0x0167a993B82feF5033645b2Bc345325646B3FDEd,0xb2b6214894D0FDd695342D21E54bb46eC7e90778,0,0x32226cde00000000000000000000000003db6d217c76e42138a1d8125c9e06ed591e08b2,"{'function_name': 'TransferResponsibility', 'inputs': (<Function TransferResponsibility(address)>, {'newCounterparty': '0x03Db6D217C76E42138A1d8125c9e06eD591e08b2'})}"
222,0x7f3437c774b98fc9ebba0327c669f0d10b4b0982fc8ebc0732028f266278e490,0x03Db6D217C76E42138A1d8125c9e06eD591e08b2,0xb2b6214894D0FDd695342D21E54bb46eC7e90778,0,0x32226cde0000000000000000000000004aa136e9cbe88f772fa6c79734d0a13d88f1f065,"{'function_name': 'TransferResponsibility', 'inputs': (<Function TransferResponsibility(address)>, {'newCounterparty': '0x4aa136e9cbE88F772fa6C79734d0a13d88F1f065'})}"
