Block Number,Tx Hash,From,To,Value,Data,Deocde_data
2198,0x6f9f68c24895412790a1c56c7ca4bdd465eafc5dae2d1b18738ce03ec37180de,0x3F8306Adf9DDa2E06Fd068CA44220756d9FDeF65,0x8B7a7C32cE13D1902CfA2F90E02B37fa11EB1A83,0,0x32226cde00000000000000000000000064dfeae370c5174b3595dbb1dc04651595b7da37,"{'function_name': 'IngestTelemetry', 'inputs': (<Function IngestTelemetry(int256,int256,int256)>, {'humidity': 722, 'temperature': 227, 'timestamp': 7})}"
2199,0x002d8e065e0d1a731720a34d079abc245e8e89f3284986395e595ea5df0eaed7,0x666474a318918123e27b9d6f1283528C88f97827,0x8B7a7C32cE13D1902CfA2F90E02B37fa11EB1A83,0,0x7940ba04000000000000000000000000000000000000000000000000000000000000020a00000000000000000000000000000000000000000000000000000000000001e70000000000000000000000000000000000000000000000000000000000000075,"{'function_name': 'TransferResponsibility', 'inputs': (<Function TransferResponsibility(address)>, {'newCounterparty': '0x64DFEAe370C5174B3595dBb1DC04651595b7Da37'})}"
