Block Number,Tx Hash,From,To,Value,Data,Decode_data
1070,0x5561421edd1d84edab2d63096052336a9b4a4a00104f2136f640260ce0bc03eb,0x666474a318918123e27b9d6f1283528C88f97827,0x037A2165f602907506D465ABdcABa00C0a34f769,0,0x7940ba04000000000000000000000000000000000000000000000000000000000000001e000000000000000000000000000000000000000000000000000000000000001e0000000000000000000000000000000000000000000000000000000000000005,"{'function_name': 'IngestTelemetry', 'inputs': (<Function IngestTelemetry(int256,int256,int256)>, {'humidity': 30, 'temperature': 30, 'timestamp': 5})}"
1071,0x747916a8a0f1092c62d5600b09f5cd2eb2d9c0b83db65e650aab4c1766b2b784,0x35fA38D6e01F98B5e9f7672b0294177388BB381e,0x037A2165f602907506D465ABdcABa00C0a34f769,0,0x32226cde00000000000000000000000035fa38d6e01f98b5e9f7672b0294177388bb381e,"{'function_name': 'TransferResponsibility', 'inputs': (<Function TransferResponsibility(address)>, {'newCounterparty': '0x35fA38D6e01F98B5e9f7672b0294177388BB381e'})}"
1072,0x6fb2ebb2b4ab9f7069708576d5ca2daa0bbe21ae934f432276a922c6074f5a8b,0x35fA38D6e01F98B5e9f7672b0294177388BB381e,0x037A2165f602907506D465ABdcABa00C0a34f769,0,0x01b7dcb4,"{'function_name': 'Complete', 'inputs': (<Function Complete()>, {})}"
