Block Number,Tx Hash,From,To,Value,Data
1083,0xf1af7ddb7f11ca7c3684c6ac9d49bf55b1036a7e12a930e431595ed7f248efcf,0x666474a318918123e27b9d6f1283528C88f97827,0x4Aff80F32865a5c90241D71BFDcE81595C0Be8a7,0,0xaf3465f6
